customer_id,customer_name,city,age,gender,signup_date
267,Sumer Varty,Bangalore,54,Male,2025-11-14
268,Lakshit Buch,Kolkata,33,Male,2025-01-18
269,Zara Walla,Hyderabad,23,Male,2025-08-28
270,Lagan Ahuja,Bangalore,25,Female,2025-07-10
271,Heer Varma,Delhi,42,Female,2024-08-08
272,Raghav Bhasin,Kolkata,35,Male,2026-03-11
273,Ira Bobal,Kolkata,42,Female,2025-06-10
274,Hrishita Dugar,Bangalore,29,Female,2024-07-18
275,Lagan Kibe,Delhi,32,Male,2024-10-04
276,Aradhya Wable,Delhi,43,Male,2025-07-11
277,Nayantara Deshmukh,Hyderabad,58,Female,2024-09-22
278,Samar Kala,Delhi,43,Male,2025-03-30
279,Kimaya Kashyap,Delhi,49,Female,2026-02-26
280,Aaryahi Sastry,Delhi,27,Female,2025-03-14
281,Tushar Viswanathan,Mumbai,33,Female,2024-12-18
282,Anika Ganesan,Hyderabad,24,Female,2024-08-17
283,Aradhya D’Alia,Kolkata,34,Female,2026-03-26
284,Shaan Magar,Bangalore,40,Female,2024-10-20
285,Shaan Gulati,Kolkata,43,Male,2025-08-12
286,Darshit Kamdar,Hyderabad,38,Male,2025-09-05
287,Ehsaan Ganesh,Bangalore,39,Female,2025-08-18
288,Lakshay Raval,Hyderabad,24,Female,2024-11-16
289,Zeeshan Shetty,Delhi,31,Female,2024-12-09
290,Zara Karnik,Bangalore,32,Male,2025-12-14
291,Anika Sarkar,Delhi,24,Female,2025-09-13
292,Jayesh Tella,Kolkata,26,Male,2026-04-14
293,Eva Samra,Kolkata,25,Female,2025-11-28
294,Zeeshan Kapoor,Bangalore,40,Female,2025-01-02
295,Arhaan Thakur,Bangalore,46,Male,2024-10-23
296,Mahika Chhabra,Hyderabad,35,Male,2024-10-18
297,Samar Bail,Hyderabad,48,Female,2024-07-23
298,Siya Kapadia,Delhi,47,Female,2024-08-04
299,Shray Doshi,Bangalore,56,Female,2025-01-27
300,Saksham Tripathi,Kolkata,52,Male,2024-12-09
301,Aarav Barad,Hyderabad,35,Male,2025-10-28
302,Nakul Raj,Hyderabad,59,Male,2026-04-01
303,Charvi Comar,Kolkata,56,Male,2024-08-14
304,Abram Bakshi,Hyderabad,34,Male,2025-06-17
305,Mamooty Korpal,Delhi,31,Male,2025-08-13
306,Vritika Sangha,Bangalore,48,Female,2025-11-08
307,Raghav Brar,Kolkata,41,Female,2025-08-04
308,Jayan Kala,Bangalore,52,Male,2025-09-02
309,Aarav Ratti,Hyderabad,51,Female,2025-02-26
310,Nakul Sangha,Hyderabad,20,Female,2026-01-18
311,Mehul Dani,Kolkata,54,Male,2025-06-07
312,Ayesha Sridhar,Delhi,57,Female,2025-04-16
313,Umang Shukla,Mumbai,43,Male,2026-04-20
314,Divyansh Tara,Kolkata,40,Male,2025-11-21
315,Ivan Singh,Mumbai,56,Female,2025-11-16
316,Shray Swamy,Mumbai,32,Male,2025-08-11
317,Drishya Bhatnagar,Delhi,21,Male,2025-09-29
318,Ishaan Ramesh,Mumbai,46,Male,2026-04-11
319,Shalv Yogi,Mumbai,39,Male,2024-12-01
320,Vidur Halder,Delhi,42,Male,2024-11-13
321,Kiaan Lall,Mumbai,30,Male,2026-01-11
322,Vanya Golla,Mumbai,35,Male,2025-01-25
323,Siya Raja,Mumbai,50,Male,2026-04-01
324,Elakshi Babu,Kolkata,33,Female,2024-10-08
325,Rhea Varma,Kolkata,59,Female,2025-02-03
326,Amira Gaba,Kolkata,19,Female,2026-04-11
327,Dishani Kadakia,Delhi,52,Male,2026-03-13
328,Kavya Dhingra,Hyderabad,59,Male,2025-10-21
329,Hazel Dar,Mumbai,51,Female,2024-11-09
330,Navya Ghose,Mumbai,47,Female,2025-08-25
331,Baiju Bose,Delhi,30,Female,2026-01-07
332,Neysa Dara,Mumbai,30,Male,2024-12-26
333,Indrajit Bose,Kolkata,35,Female,2025-01-01
334,Yakshit Walla,Hyderabad,49,Female,2025-07-25
335,Samaira Acharya,Bangalore,49,Male,2025-02-18
336,Farhan Wason,Mumbai,52,Female,2025-11-28
337,Kavya Kata,Kolkata,56,Male,2025-04-13
338,Taran Seshadri,Bangalore,46,Male,2025-11-28
339,Mohanlal Kanda,Hyderabad,46,Male,2024-09-15
340,Charvi Mand,Bangalore,33,Female,2026-01-11
341,Stuvan Doshi,Kolkata,27,Female,2025-05-17
342,Prerak Keer,Bangalore,47,Male,2024-09-07
343,Gokul Dass,Delhi,42,Female,2025-06-01
344,Kavya Mander,Bangalore,56,Female,2025-05-26
345,Abram Ghosh,Mumbai,37,Female,2025-05-30
346,Indrajit Chana,Mumbai,22,Female,2026-03-02
347,Pari Jaggi,Delhi,18,Male,2026-01-28
348,Nakul Dara,Kolkata,47,Female,2025-05-21
349,Anaya Suresh,Mumbai,20,Male,2024-07-04
350,Saira Lata,Hyderabad,31,Male,2024-06-22
351,Romil Bhardwaj,Mumbai,47,Female,2026-02-26
352,Divit Sekhon,Mumbai,21,Male,2024-10-17
353,Inaaya  Dugar,Kolkata,35,Female,2026-04-13
354,Faiyaz Tella,Bangalore,54,Female,2026-02-24
355,Gokul Walla,Mumbai,42,Male,2026-02-08
356,Dishani Borah,Delhi,18,Male,2025-04-15
357,Navya Bawa,Bangalore,32,Male,2025-03-17
358,Jayesh Andra,Hyderabad,26,Male,2025-08-31
359,Vritika Tailor,Kolkata,32,Female,2026-02-08
360,Ehsaan Dara,Hyderabad,41,Female,2025-02-20
361,Arhaan Dar,Bangalore,21,Female,2025-02-08
362,Gatik Sura,Bangalore,29,Male,2026-01-25
363,Vivaan Lalla,Bangalore,54,Male,2024-09-15
364,Aaina Sami,Hyderabad,54,Male,2026-03-08
365,Eva Bhatnagar,Bangalore,23,Female,2025-05-15
366,Inaaya  Upadhyay,Hyderabad,56,Male,2025-05-11
367,Onkar Kant,Bangalore,41,Female,2024-08-25
368,Nehmat Wali,Delhi,28,Male,2025-03-05
369,Zara D’Alia,Bangalore,30,Female,2025-04-08
370,Inaaya  Sabharwal,Hyderabad,51,Female,2025-02-04
371,Alia Apte,Mumbai,42,Male,2025-01-27
372,Aarav Dora,Bangalore,24,Male,2025-04-13
373,Ritvik Kari,Mumbai,21,Female,2024-10-06
374,Armaan Ratti,Delhi,25,Female,2024-12-31
375,Amira Wadhwa,Kolkata,37,Male,2024-11-19
376,Navya Zachariah,Delhi,46,Male,2026-02-02
377,Biju Rege,Bangalore,27,Female,2025-05-29
378,Ira Aurora,Mumbai,51,Male,2025-07-23
379,Ishita Sule,Mumbai,43,Female,2026-05-02
380,Lakshit Ram,Hyderabad,58,Female,2025-09-15
381,Vihaan Ranganathan,Mumbai,20,Male,2025-02-26
382,Eshani Mander,Hyderabad,23,Male,2024-07-09
383,Nayantara Mahajan,Kolkata,22,Male,2025-08-31
384,Saira Sachar,Bangalore,22,Male,2024-12-04
385,Jivika Sheth,Hyderabad,40,Male,2025-10-19
386,Tanya Mangal,Kolkata,26,Female,2025-05-19
387,Taran Goyal,Mumbai,52,Female,2025-08-03
388,Kartik Kothari,Mumbai,37,Male,2024-05-14
389,Sahil Bhasin,Kolkata,59,Male,2024-09-28
390,Amira Bajaj,Mumbai,52,Male,2026-02-14
391,Amira Kade,Kolkata,35,Female,2025-07-12
392,Nakul Kala,Hyderabad,34,Male,2025-02-14
393,Anay Agarwal,Hyderabad,41,Male,2024-10-14
394,Gokul Rajagopal,Kolkata,20,Female,2024-10-07
395,Pranay Kala,Hyderabad,49,Female,2024-06-10
396,Ela Chada,Hyderabad,52,Male,2026-04-24
397,Pranay Bhalla,Hyderabad,55,Male,2024-12-21
398,Farhan Chowdhury,Delhi,30,Male,2025-08-27
399,Yuvaan Mammen,Bangalore,42,Female,2025-06-03
400,Fateh Bhalla,Mumbai,26,Male,2025-03-20
401,Aaina Bhagat,Delhi,21,Male,2025-07-05
402,Dhanuk Dutt,Hyderabad,31,Male,2025-07-27
403,Lakshit Raj,Kolkata,54,Female,2024-12-06
404,Veer Kara,Hyderabad,51,Female,2025-08-21
405,Oorja Saha,Bangalore,28,Male,2024-07-22
406,Siya Wadhwa,Hyderabad,58,Male,2024-11-22
407,Khushi Shetty,Kolkata,20,Female,2024-07-05
408,Yasmin Comar,Bangalore,45,Female,2025-10-23
409,Sara Ravel,Hyderabad,46,Female,2024-11-13
410,Jayant Zacharia,Bangalore,26,Female,2026-02-14
411,Gatik Bhatia,Mumbai,20,Female,2025-08-22
412,Ehsaan Kothari,Mumbai,42,Female,2025-07-29
413,Damini Rao,Hyderabad,51,Female,2024-05-14
414,Suhana Badami,Bangalore,29,Female,2025-03-25
415,Inaaya  Chhabra,Kolkata,59,Female,2024-11-13
416,Tarini Kant,Hyderabad,26,Male,2026-04-28
417,Arnav Wali,Mumbai,32,Male,2026-05-08
418,Uthkarsh Mani,Mumbai,57,Male,2024-12-26
419,Keya Khanna,Hyderabad,42,Female,2025-10-08
420,Ritvik Johal,Bangalore,22,Male,2025-10-24
421,Mamooty Rajagopal,Mumbai,28,Female,2025-04-01
422,Shayak Rege,Bangalore,51,Female,2025-05-15
423,Amira Joshi,Mumbai,41,Male,2026-04-05
424,Kimaya Venkataraman,Mumbai,32,Female,2024-08-07
425,Aarav Ben,Delhi,55,Male,2024-12-17
426,Nakul Dhar,Mumbai,25,Male,2024-12-21
427,Mamooty Luthra,Kolkata,22,Male,2025-03-21
428,Myra Barad,Hyderabad,43,Female,2025-11-20
429,Lakshay Seth,Hyderabad,35,Male,2025-06-28
430,Zara Sachdeva,Bangalore,23,Female,2026-04-11
431,Indrans Chopra,Mumbai,54,Male,2026-02-25
432,Devansh Mangal,Kolkata,30,Male,2024-06-15
433,Mehul Chatterjee,Bangalore,45,Male,2025-08-13
434,Dharmajan Varughese,Delhi,22,Female,2025-08-16
435,Piya Kaul,Bangalore,30,Female,2025-06-30
436,Taran Chatterjee,Bangalore,34,Female,2024-10-02
437,Anahi Tailor,Mumbai,57,Male,2025-01-25
438,Raghav Manda,Delhi,49,Male,2026-01-30
439,Anahita Dash,Bangalore,46,Female,2025-10-09
440,Bhamini Bose,Kolkata,20,Female,2024-10-27
441,Zeeshan Ramakrishnan,Kolkata,57,Female,2024-08-20
442,Shray Wable,Hyderabad,51,Female,2025-06-03
443,Nitara Dara,Delhi,57,Female,2024-06-30
444,Renee Sengupta,Delhi,44,Female,2024-12-24
445,Kabir Khosla,Hyderabad,30,Male,2024-05-21
446,Samarth Mangat,Bangalore,50,Female,2025-03-29
447,Pihu Gaba,Delhi,23,Male,2025-08-03
448,Ayesha Amble,Kolkata,41,Male,2025-07-15
449,Saanvi Dubey,Kolkata,36,Female,2025-12-19
450,Uthkarsh Karan,Mumbai,33,Female,2026-02-27
451,Manjari Viswanathan,Delhi,57,Male,2025-06-11
452,Nirvi Dhaliwal,Bangalore,45,Female,2024-08-05
453,Jivin Bains,Hyderabad,50,Female,2025-03-28
454,Anahita Chokshi,Hyderabad,58,Male,2024-09-14
455,Vardaniya D’Alia,Bangalore,30,Male,2025-09-05
456,Ishaan Ghose,Mumbai,42,Male,2024-09-01
457,Dishani Bhatti,Hyderabad,59,Female,2025-11-13
458,Parinaaz Devi,Delhi,53,Male,2024-10-25
459,Zeeshan Bumb,Mumbai,44,Female,2025-11-05
460,Anay Dewan,Delhi,55,Male,2025-08-03
461,Rania Raval,Kolkata,24,Male,2024-08-26
462,Ela Sachar,Mumbai,22,Male,2025-07-27
463,Ishaan Shan,Hyderabad,48,Female,2025-05-23
464,Akarsh Konda,Mumbai,40,Female,2026-01-28
465,Armaan Subramaniam,Mumbai,59,Male,2024-12-02
466,Samarth Kulkarni,Mumbai,27,Male,2024-11-26
467,Jivika Chad,Mumbai,49,Male,2024-12-24
468,Vaibhav Gade,Delhi,47,Female,2025-05-12
469,Priyansh Jhaveri,Kolkata,56,Male,2024-09-20
470,Neelofar Char,Bangalore,48,Female,2024-12-11
471,Anahi Ramachandran,Mumbai,35,Male,2025-04-17
472,Indranil Ghose,Hyderabad,53,Male,2026-05-07
473,Zoya Sandal,Mumbai,19,Male,2026-04-14
474,Yuvraj  Johal,Hyderabad,31,Male,2025-02-01
475,Rohan Chauhan,Delhi,30,Male,2025-04-11
476,Jhanvi Dugar,Hyderabad,46,Male,2025-09-22
477,Jiya Saini,Bangalore,29,Female,2025-02-08
478,Nirvi Hans,Kolkata,56,Male,2024-08-08
479,Hunar Kala,Hyderabad,19,Female,2025-01-16
